record_id,country_code,country_name,region,income_level,date,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,avg_weekly_temp,max_hourly_temp,extreme_heat_hours,avg_humidity,avg_aerosol_depth,max_aerosol_depth
7163,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-07-24,-0.78,113.92,274,20.21,-0.22,145.9,0,0,0,0,102.0,150,85.1,19.4,25.6,22.0,0.0,45.0,2843,60.1,83.7,25.505595238095236,29.22,0,92.70696428571429,0.28244047619047624,0.63
7164,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-07-31,-0.78,113.92,274,19.87,-0.34,52.1,0,0,0,0,150.2,238,78.5,28.7,0.0,27.4,0.0,49.4,2843,63.2,90.3,25.30982142857143,29.52,0,91.07988095238095,0.4254166666666667,0.71
7165,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-08-07,-0.78,113.92,274,15.61,0.2,60.8,0,0,0,0,105.2,142,84.5,29.0,5.7,22.4,0.0,36.1,2847,83.3,80.7,25.41,29.62,0,89.34720238095238,0.312261904761905,0.68
7166,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-08-14,-0.78,113.92,274,19.5,-0.01,46.7,0,0,0,0,84.7,133,89.6,26.4,7.9,27.4,0.0,46.8,2847,70.9,86.2,25.44077380952381,29.71,0,90.35345238095238,0.22583333333333327,0.33
7167,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-08-21,-0.78,113.92,274,17.46,0.64,83.6,0,0,0,0,98.3,131,79.3,38.8,3.5,26.7,0.0,47.6,2847,68.1,96.7,25.804702380952378,29.97,0,91.25255952380952,0.2998809523809524,0.46
7168,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-08-28,-0.78,113.92,274,16.42,-0.86,60.5,0,0,0,0,86.8,134,73.7,32.1,4.5,27.1,0.0,44.0,2847,75.9,79.6,25.591488095238095,30.52,0,91.91886904761905,0.2992261904761906,0.52
7169,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-09-04,-0.78,113.92,274,16.43,0.44,27.2,0,0,0,0,75.9,100,73.8,30.4,4.9,22.2,0.0,40.8,2851,70.1,88.3,24.89369047619048,29.98,0,92.91142857142857,0.49839285714285736,1.13
7170,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-09-11,-0.78,113.92,274,19.03,0.12,76.4,0,0,0,0,128.2,183,83.5,31.7,8.6,19.8,0.0,42.8,2851,62.9,83.6,25.690952380952382,29.55,0,89.31696428571429,0.3427976190476193,0.58
7171,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-09-18,-0.78,113.92,274,14.24,-0.53,71.4,0,0,0,0,149.3,248,90.6,34.2,7.7,22.7,0.0,43.6,2851,75.2,87.6,25.272916666666667,30.05,0,91.39767857142857,0.36511904761904757,0.67
7172,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-09-25,-0.78,113.92,274,14.64,0.44,51.1,0,0,0,0,111.2,168,66.1,37.6,4.2,26.0,0.0,44.9,2851,65.7,87.4,25.951130952380954,30.11,0,89.9647619047619,0.34339285714285733,0.53
7173,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-10-02,-0.78,113.92,274,18.5,0.05,103.4,0,0,0,0,50.8,74,64.5,35.6,4.8,29.6,0.0,41.5,2855,71.3,97.8,25.436607142857145,30.09,0,92.32369047619048,0.3202380952380955,0.65
7174,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-10-09,-0.78,113.92,274,15.13,0.43,90.7,0,0,0,0,107.8,166,77.3,29.3,4.5,28.8,0.0,46.9,2855,76.8,97.8,25.406488095238096,29.91,0,91.61869047619048,0.3597619047619048,1.06
7175,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-10-16,-0.78,113.92,274,14.11,-0.42,52.3,0,0,0,0,136.1,211,86.1,27.2,7.7,14.3,0.0,48.4,2855,70.6,82.5,25.613333333333333,29.51,0,93.23678571428572,0.3667261904761905,0.75
7176,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-10-23,-0.78,113.92,274,16.51,0.46,42.3,0,0,0,0,89.8,146,93.6,25.1,5.1,20.4,0.0,42.2,2855,71.0,88.4,26.064642857142854,30.37,0,90.38238095238096,0.3562500000000001,0.63
7177,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-10-30,-0.78,113.92,274,18.34,0.47,7.8,0,0,0,0,125.6,192,88.7,30.6,2.6,37.2,0.0,42.5,2855,58.3,85.3,25.91297619047619,30.92,0,91.35565476190476,0.43821428571428556,1.33
7178,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-11-06,-0.78,113.92,274,17.7,-0.59,31.1,0,0,0,0,120.1,160,97.7,27.3,5.5,24.0,0.0,48.2,2859,73.8,89.6,25.509345238095236,29.88,0,92.2452380952381,0.3853571428571432,0.74
7179,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-11-13,-0.78,113.92,274,19.09,0.58,63.3,0,0,0,0,55.2,70,58.3,28.9,1.8,31.7,0.0,46.6,2859,61.8,92.4,25.702976190476193,29.43,0,91.50636904761905,0.3089285714285712,0.48
7180,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-11-20,-0.78,113.92,274,23.95,0.12,7.7,0,0,0,0,119.1,180,98.0,26.4,34.0,25.6,11.5,48.1,2859,56.7,85.2,25.847440476190474,30.05,0,90.74321428571429,0.23880952380952375,0.54
7181,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-11-27,-0.78,113.92,274,16.92,0.86,58.4,0,0,0,0,102.7,121,84.0,36.3,0.0,26.3,0.0,44.8,2859,68.8,94.7,25.60613095238095,29.8,0,91.06702380952382,0.28571428571428564,0.95
7182,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-12-04,-0.78,113.92,274,21.06,0.29,0.0,0,0,0,0,68.8,86,75.3,27.7,10.9,20.5,0.0,46.3,2863,74.1,84.3,25.29577380952381,29.09,0,91.36488095238094,0.3410119047619046,0.67
7183,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-12-11,-0.78,113.92,274,22.2,0.57,104.8,0,0,0,0,55.9,90,67.1,38.3,19.9,19.6,0.0,39.9,2863,68.6,90.2,25.205654761904764,29.14,0,92.62994047619047,0.4564880952380953,0.81
7184,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-12-18,-0.78,113.92,274,25.3,0.25,76.5,0,0,0,0,101.0,134,72.5,39.5,44.3,26.1,5.8,45.3,2863,66.1,90.6,25.39559523809524,29.68,0,92.92380952380952,0.3054166666666662,0.5
7185,IDN,Indonesia,Southeast Asia,Lower-Middle,2022-12-25,-0.78,113.92,274,23.3,-0.08,95.8,0,0,0,0,114.7,161,89.1,24.0,32.6,27.9,0.0,44.3,2863,64.6,90.2,25.195654761904763,29.11,0,89.0169642857143,0.29047619047619033,0.57
7186,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-01-01,-0.78,113.92,274,26.96,0.37,46.7,0,0,0,0,115.2,161,85.3,33.8,50.4,21.2,1.8,43.6,2867,70.2,86.2,25.158690476190475,29.53,0,91.77440476190476,0.27964285714285725,0.7
7187,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-01-08,-0.78,113.92,274,23.65,0.35,66.0,0,0,0,0,98.7,149,54.5,23.7,53.4,18.2,2.8,49.3,2867,74.4,88.4,25.348095238095237,29.65,0,91.09589285714286,0.32142857142857145,0.51
7188,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-01-15,-0.78,113.92,274,28.38,0.26,101.9,0,0,0,0,123.5,191,95.6,39.3,67.9,24.5,3.4,41.3,2867,70.2,98.8,25.075357142857143,29.45,0,92.98369047619047,0.33666666666666667,0.46
7189,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-01-22,-0.78,113.92,274,27.22,0.09,69.3,0,0,0,0,109.1,155,82.2,29.6,48.9,21.2,2.8,44.9,2867,69.2,88.3,25.28011904761905,28.98,0,92.57321428571429,0.32958333333333334,0.62
7190,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-01-29,-0.78,113.92,274,29.71,-0.39,91.1,0,0,0,0,122.1,160,79.7,24.5,47.6,22.1,0.3,45.7,2867,68.8,80.0,25.441785714285714,28.93,0,92.81690476190477,0.28970238095238077,0.6
7191,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-02-05,-0.78,113.92,274,29.64,0.33,136.5,0,0,0,0,71.6,152,85.2,26.4,76.6,23.2,12.7,45.2,2872,76.9,82.8,25.602678571428573,29.63,0,90.72255952380952,0.3576785714285714,0.62
7192,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-02-12,-0.78,113.92,274,30.33,-0.27,52.6,0,0,0,0,72.4,130,69.6,31.6,67.9,32.2,9.5,41.7,2872,70.0,93.6,25.33922619047619,29.44,0,92.6217261904762,0.40339285714285694,0.8
7193,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-02-19,-0.78,113.92,274,29.36,0.09,116.1,0,0,0,0,119.0,193,75.1,27.8,52.5,23.4,7.4,47.7,2872,66.5,81.3,25.848214285714285,29.57,0,92.48690476190475,0.3748809523809523,0.71
7194,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-02-26,-0.78,113.92,274,33.38,-1.07,123.1,0,0,0,0,146.1,236,106.7,31.4,71.5,18.7,22.6,44.8,2872,61.5,81.3,25.24077380952381,29.4,0,92.83785714285715,0.3682142857142858,0.67
7195,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-03-05,-0.78,113.92,274,33.91,-0.17,97.4,1,0,0,1,164.3,269,107.4,25.0,59.4,25.3,25.3,50.1,2876,80.0,87.9,25.433809523809526,29.89,0,92.61928571428572,0.30833333333333335,0.66
7196,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-03-12,-0.78,113.92,274,32.97,0.58,29.2,0,0,0,0,142.0,189,109.2,25.1,52.0,23.7,14.9,41.6,2876,68.3,90.3,25.068690476190476,29.0,0,93.12642857142858,0.32458333333333333,0.62
7197,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-03-19,-0.78,113.92,274,33.14,1.02,86.9,0,0,0,0,99.9,147,84.1,43.9,81.5,29.5,13.4,42.7,2876,68.7,86.1,25.63029761904762,29.31,0,92.94654761904762,0.30630952380952364,0.54
7198,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-03-26,-0.78,113.92,274,38.33,0.66,104.2,1,0,0,1,45.3,55,59.3,29.1,82.4,28.3,35.6,40.4,2876,64.9,85.6,25.430654761904766,29.88,0,91.84190476190477,0.33999999999999997,0.55
7199,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-04-02,-0.78,113.92,274,32.98,-0.81,93.4,1,0,0,1,97.2,159,73.6,19.8,58.3,23.8,26.4,48.4,2880,67.5,85.8,25.158809523809527,29.14,0,92.32982142857142,0.3557738095238096,0.69
7200,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-04-09,-0.78,113.92,274,34.86,0.17,123.9,1,0,0,1,81.8,125,81.5,37.6,64.3,28.9,21.6,44.2,2880,67.0,87.1,25.837738095238095,29.48,0,92.2520238095238,0.3478571428571429,0.7
7201,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-04-16,-0.78,113.92,274,32.57,-0.89,117.6,2,0,0,2,144.0,230,90.9,29.0,79.9,20.1,31.2,45.2,2880,73.1,83.3,26.18702380952381,29.57,0,92.995,0.4058333333333332,0.72
7202,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-04-23,-0.78,113.92,274,31.07,-0.19,96.3,0,0,0,0,152.1,218,91.4,24.4,63.9,19.8,14.2,42.9,2880,69.1,88.9,26.080357142857142,29.94,0,92.86714285714285,0.28202380952380934,0.45
7203,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-04-30,-0.78,113.92,274,32.92,0.32,139.0,1,0,0,1,63.9,94,82.8,28.8,78.5,26.5,26.5,41.1,2880,65.0,93.8,26.651190476190475,30.13,0,90.67154761904762,0.319047619047619,0.65
7204,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-05-07,-0.78,113.92,274,30.65,-0.06,94.1,0,0,0,0,106.6,145,90.0,23.1,80.5,27.4,3.6,46.6,2884,73.9,80.4,26.421726190476193,30.71,0,93.00130952380952,0.2912499999999999,0.56
7205,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-05-14,-0.78,113.92,274,28.99,1.3,107.5,0,0,0,0,44.5,64,53.4,43.8,60.9,23.9,11.0,38.1,2884,74.3,92.4,26.345119047619043,29.67,0,91.06613095238096,0.26875,0.45
7206,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-05-21,-0.78,113.92,274,32.67,-0.74,138.9,0,0,0,0,105.4,143,82.7,24.8,78.9,27.4,14.5,42.3,2884,70.3,92.4,26.34440476190476,30.1,0,92.18178571428572,0.32583333333333353,0.47
7207,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-05-28,-0.78,113.92,274,31.29,0.65,46.9,0,0,0,0,79.2,106,67.4,31.4,47.7,25.2,14.6,51.9,2884,78.6,93.8,26.526785714285715,30.07,0,92.29011904761904,0.34601190476190485,0.6
7208,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-06-04,-0.78,113.92,274,25.76,0.24,94.0,0,0,0,0,98.1,138,75.0,29.2,54.0,27.7,0.0,47.3,2888,74.7,80.7,26.00017857142857,29.58,0,92.20964285714285,0.25220238095238096,0.38
7209,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-06-11,-0.78,113.92,274,28.46,-0.34,100.4,0,0,0,0,73.5,117,56.1,30.7,34.4,28.4,1.8,41.3,2888,71.0,93.3,25.335238095238093,29.37,0,93.04869047619047,0.30744047619047604,0.55
7210,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-06-18,-0.78,113.92,274,21.32,-0.54,73.7,0,0,0,0,74.7,84,61.3,33.1,45.8,18.8,0.0,51.7,2888,72.1,83.6,25.823988095238096,29.39,0,90.01571428571428,0.2577380952380953,0.49
7211,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-06-25,-0.78,113.92,274,25.26,0.2,29.9,0,0,0,0,128.4,180,82.8,35.0,30.2,33.2,0.0,43.7,2888,73.2,88.2,26.25327380952381,29.85,0,90.96375,0.2875,0.44
7212,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-07-02,-0.78,113.92,274,23.78,0.49,64.4,0,0,0,0,130.4,196,96.2,25.1,20.8,23.2,2.4,49.2,2892,74.4,91.4,25.3252380952381,29.46,0,93.64113095238095,0.3063095238095238,0.49
7213,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-07-09,-0.78,113.92,274,26.18,-0.42,55.7,0,0,0,0,89.9,136,82.7,26.1,61.8,26.0,2.7,43.7,2892,65.4,88.9,25.448035714285716,29.33,0,92.01119047619048,0.268095238095238,0.45
7214,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-07-16,-0.78,113.92,274,22.15,-0.03,115.8,0,0,0,0,95.8,150,82.5,28.8,39.4,24.9,0.0,49.4,2892,65.0,83.3,25.587380952380954,29.6,0,91.30684523809524,0.2775595238095237,0.48
7215,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-07-23,-0.78,113.92,274,21.87,0.29,54.8,0,0,0,0,109.8,154,87.2,28.6,22.7,26.1,0.0,45.6,2892,66.4,82.3,25.668333333333333,29.76,0,89.18154761904762,0.24773809523809523,0.33
7216,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-07-30,-0.78,113.92,274,23.1,0.89,74.7,0,0,0,0,116.9,169,83.0,35.0,40.7,26.7,0.0,45.8,2892,65.5,82.6,25.980595238095237,30.18,0,89.32238095238095,0.22541666666666688,0.35
7217,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-08-06,-0.78,113.92,274,20.68,-0.67,28.6,0,0,0,0,102.9,157,72.6,28.9,18.0,22.0,0.0,48.3,2896,68.2,81.2,25.60297619047619,29.96,0,90.11172619047619,0.25125000000000003,0.4
7218,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-08-13,-0.78,113.92,274,18.6,0.6,61.8,0,0,0,0,60.5,99,64.3,31.9,11.6,28.4,0.0,44.8,2896,67.9,98.2,25.86184523809524,29.66,0,87.96535714285714,0.4124404761904764,0.6
7219,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-08-20,-0.78,113.92,274,20.73,0.35,54.7,0,0,0,0,134.6,206,90.2,34.3,16.2,28.3,0.0,43.0,2896,67.5,90.2,26.067916666666665,30.15,0,90.0422619047619,0.29392857142857154,0.5
7220,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-08-27,-0.78,113.92,274,16.4,0.75,71.4,0,0,0,0,126.2,208,94.8,26.0,7.9,24.0,0.0,46.3,2896,73.0,93.5,26.15684523809524,30.51,0,86.28434523809524,0.359404761904762,0.58
7221,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-09-03,-0.78,113.92,274,17.28,0.62,51.7,0,0,0,0,119.8,165,73.1,31.5,2.0,32.8,0.0,46.0,2900,66.5,79.8,26.19755952380952,30.57,0,86.99440476190476,0.4045238095238094,0.69
7222,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-09-10,-0.78,113.92,274,15.95,1.01,54.0,0,0,0,0,102.0,157,85.0,39.0,8.0,24.1,0.0,48.6,2900,71.9,97.0,25.637500000000003,30.66,0,86.63041666666666,0.3048809523809522,0.47
7223,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-09-17,-0.78,113.92,274,20.74,0.99,6.7,0,0,0,0,117.7,168,86.1,36.1,12.8,31.1,0.0,46.8,2900,73.0,91.4,26.06095238095238,30.31,0,87.71613095238095,0.31934523809523824,0.48
7224,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-09-24,-0.78,113.92,274,14.91,1.01,0.0,0,0,0,0,108.2,159,87.0,28.9,6.9,27.4,0.0,48.4,2900,66.9,93.2,26.293928571428573,30.73,0,85.27630952380953,0.7875595238095237,2.58
7225,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-10-01,-0.78,113.92,274,18.54,-0.21,22.8,0,0,0,0,87.3,129,98.1,26.4,5.9,25.5,0.0,47.0,2904,70.0,88.4,27.264464285714286,31.43,0,83.42375,0.8985119047619052,2.28
7226,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-10-08,-0.78,113.92,274,13.69,0.05,52.8,0,0,0,0,127.5,211,93.9,26.4,5.1,22.4,0.0,43.0,2904,66.4,93.2,26.57077380952381,31.04,0,88.37238095238095,0.5015476190476189,1.33
7227,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-10-15,-0.78,113.92,274,15.27,0.17,36.4,0,0,0,0,113.5,155,74.8,25.1,7.5,26.9,0.0,41.5,2904,68.6,90.5,26.691845238095237,31.35,0,89.37291666666667,0.33809523809523817,0.96
7228,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-10-22,-0.78,113.92,274,17.89,-0.31,50.3,0,0,0,0,117.0,177,75.0,29.5,3.2,31.4,0.0,48.7,2904,66.5,88.1,26.255595238095236,30.38,0,89.65636904761905,0.30779761904761915,0.54
7229,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-10-29,-0.78,113.92,274,18.03,0.41,0.1,0,0,0,0,151.7,244,112.8,26.5,0.9,22.2,0.0,44.3,2904,70.8,92.3,26.744999999999997,31.02,0,87.39029761904762,0.426547619047619,0.62
7230,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-11-05,-0.78,113.92,274,21.6,0.16,26.5,0,1,0,1,110.8,173,78.8,28.0,30.6,21.2,0.0,46.1,2909,62.5,69.3,26.305119047619048,30.94,0,89.4277380952381,0.2844642857142856,0.5
7231,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-11-12,-0.78,113.92,274,18.0,0.9,20.2,0,0,0,0,137.3,178,89.0,31.7,6.5,28.7,0.0,46.1,2909,72.4,91.5,26.467916666666664,30.79,0,91.5189880952381,0.2852976190476191,0.49
7232,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-11-19,-0.78,113.92,274,18.27,-0.23,45.8,0,0,0,0,101.0,154,90.3,27.2,5.5,35.9,0.0,44.2,2909,72.5,96.7,26.72315476190476,30.57,0,90.51833333333333,0.2680952380952382,0.5
7233,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-11-26,-0.78,113.92,274,21.47,-0.25,46.5,0,0,0,0,101.8,160,101.3,24.8,40.2,30.3,0.0,44.9,2909,71.4,92.0,25.89309523809524,30.19,0,92.23827380952382,0.3390476190476188,0.52
7234,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-12-03,-0.78,113.92,274,20.15,0.74,57.4,0,0,0,0,111.9,153,82.9,26.6,27.6,18.9,0.0,41.9,2913,62.7,90.7,25.903511904761906,30.59,0,91.68392857142857,0.28428571428571425,0.51
7235,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-12-10,-0.78,113.92,274,21.63,-0.14,78.7,0,0,0,0,60.2,89,63.9,33.0,38.8,15.3,0.1,40.7,2913,75.2,90.7,26.044761904761906,29.92,0,92.97678571428571,0.41220238095238104,0.64
7236,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-12-17,-0.78,113.92,274,23.82,0.53,60.9,0,0,0,0,131.4,222,85.5,28.2,35.5,28.7,0.0,44.3,2913,65.2,94.3,26.318869047619046,30.5,0,91.66160714285714,0.5207738095238094,1.7
7237,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-12-24,-0.78,113.92,274,24.96,0.5,69.8,0,0,0,0,121.6,208,95.6,24.4,40.1,22.6,6.9,40.3,2913,70.0,87.7,26.21886904761905,30.19,0,92.76916666666666,0.28398809523809526,0.48
7238,IDN,Indonesia,Southeast Asia,Lower-Middle,2023-12-31,-0.78,113.92,274,30.83,0.23,75.5,0,0,0,0,82.4,101,58.7,23.2,46.5,30.5,13.4,47.2,2913,74.4,84.7,26.33059523809524,30.39,0,92.72511904761905,0.34464285714285725,0.66
7239,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-01-07,-0.78,113.92,274,23.41,-0.17,107.9,0,0,0,0,23.1,47,53.3,37.0,33.0,24.4,0.0,46.0,2917,66.1,90.9,26.267797619047617,30.31,0,91.88172619047619,0.3410119047619049,0.59
7240,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-01-14,-0.78,113.92,274,29.64,1.67,131.7,0,0,0,0,95.5,134,86.1,32.0,82.6,31.3,7.5,49.1,2917,60.4,85.3,25.841785714285713,29.86,0,93.61613095238096,0.28684523809523793,0.56
7241,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-01-21,-0.78,113.92,274,31.38,0.06,115.5,0,0,0,0,86.6,151,68.7,29.9,69.1,30.4,19.1,41.4,2917,70.0,92.1,26.36845238095238,30.12,0,90.20517857142856,0.2969642857142857,0.47
7242,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-01-28,-0.78,113.92,274,29.04,0.57,57.4,0,0,0,0,63.3,125,58.6,36.9,43.6,29.0,3.9,45.0,2917,69.9,95.1,26.247440476190473,30.66,0,91.7245238095238,0.35553571428571445,0.61
7243,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-02-04,-0.78,113.92,274,25.14,0.09,91.7,0,0,0,0,78.3,113,83.8,44.1,52.9,20.8,0.0,45.0,2921,63.8,88.7,26.21464285714286,30.86,0,91.00428571428571,0.3027976190476192,0.57
7244,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-02-11,-0.78,113.92,274,30.25,0.13,77.1,0,0,0,0,84.3,106,83.8,35.3,43.9,25.1,13.6,43.8,2921,75.0,92.8,26.580059523809524,31.1,0,91.3322619047619,0.26708333333333334,0.83
7245,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-02-18,-0.78,113.92,274,30.87,0.73,97.5,0,0,0,0,77.5,122,91.7,38.2,54.4,31.7,15.7,43.6,2921,73.3,95.5,27.14071428571429,31.04,0,90.96202380952381,0.1765476190476191,0.37
7246,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-02-25,-0.78,113.92,274,30.35,0.42,124.1,0,0,0,0,117.2,194,79.9,39.7,58.0,18.7,11.0,46.0,2921,69.5,84.2,26.53136904761905,30.83,0,92.71303571428571,0.23047619047619058,0.46
7247,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-03-03,-0.78,113.92,274,36.66,0.44,141.2,0,0,0,0,110.2,173,63.3,31.6,88.1,25.1,32.6,39.3,2925,74.5,85.3,26.242023809523808,30.38,0,94.06166666666667,0.3211309523809523,0.7
7248,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-03-10,-0.78,113.92,274,33.18,-0.86,123.1,0,0,0,0,33.6,34,69.9,18.1,76.9,19.6,17.2,40.5,2925,70.0,89.7,26.566309523809526,30.55,0,91.2325,0.3189880952380952,0.49
7249,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-03-17,-0.78,113.92,274,34.49,-0.04,91.3,1,0,0,1,113.3,170,78.8,29.2,44.1,25.0,25.8,46.7,2925,67.2,84.7,26.535238095238096,30.1,0,92.74041666666666,0.3491071428571425,0.56
7250,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-03-24,-0.78,113.92,274,33.5,0.33,88.2,0,0,0,0,138.8,207,104.5,42.1,54.1,20.9,20.0,43.5,2925,71.1,88.3,26.809166666666663,31.02,0,91.82124999999999,0.2734523809523809,0.57
7251,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-03-31,-0.78,113.92,274,29.32,0.45,91.1,0,0,0,0,119.5,176,85.4,34.3,52.7,21.4,9.9,41.8,2925,76.5,85.3,27.137440476190477,30.88,0,92.43916666666667,0.2417261904761905,0.52
7252,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-04-07,-0.78,113.92,274,32.32,-0.28,121.5,1,0,0,1,90.2,110,86.5,24.8,56.1,31.0,14.8,44.5,2929,62.9,87.1,26.762142857142855,30.68,0,91.10964285714286,0.22261904761904766,0.33
7253,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-04-14,-0.78,113.92,274,35.77,-0.02,101.1,0,0,0,0,130.2,178,82.5,32.8,80.6,33.9,19.1,39.6,2929,64.6,88.3,27.215,30.67,0,92.05065476190477,0.295952380952381,0.53
7254,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-04-21,-0.78,113.92,274,32.39,-0.11,176.1,1,0,0,1,59.6,102,89.3,36.0,66.6,29.1,9.3,39.8,2929,76.0,89.8,26.849345238095236,30.41,0,93.01714285714286,0.3353571428571428,0.5
7255,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-04-28,-0.78,113.92,274,32.14,0.31,165.8,1,0,0,1,97.4,155,86.3,35.9,100.0,25.5,12.0,46.0,2929,64.1,94.1,27.052797619047617,30.41,0,92.47208333333333,0.35958333333333364,0.84
7256,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-05-05,-0.78,113.92,274,30.76,0.4,141.0,1,0,0,1,139.0,222,93.1,40.3,59.0,20.2,14.6,45.8,2933,68.2,83.1,26.83494047619048,30.4,0,92.21166666666666,0.2945833333333333,0.49
7257,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-05-12,-0.78,113.92,274,32.02,1.11,99.7,1,0,0,1,128.5,221,98.8,33.3,54.9,18.8,14.2,44.9,2933,67.3,89.5,26.902261904761904,30.5,0,92.89077380952381,0.21880952380952384,0.38
7258,IDN,Indonesia,Southeast Asia,Lower-Middle,2024-05-19,-0.78,113.92,274,28.83,-0.74,145.8,0,0,0,0,73.4,118,61.7,18.2,56.4,28.8,0.1,43.6,2933,68.4,87.8,26.481785714285714,30.46,0,94.1270238095238,0.3440476190476189,0.6
